timestamp,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,forecast_zephyr,forecast_boreas,actual_mw
2024-08-01 00:00:00,-61.86270318523589,142.34900795406327,12.74741739282888,3.1747387214803204,40.3573540220595,56.600268631627216,28.01195902671352,-37.42805349576572,99.86570749097477,-69.82563448630154,3.605334984118284,63.53390508617305,-42.75682295021191,-57.20691963262767,-81.25605722717644,66.78327527993113,9.599005439369689,-100.74381268971544,-7.7041365488977664,-40.73952799229131,574.0819556080586,494.53996802709605,506.49786196261647
2024-08-01 01:00:00,-45.88873278394704,83.85244198320994,10.359976575962765,21.212798375194915,29.339619244035106,46.71867268671629,-5.52111892639066,-7.187384239404711,133.3868058020254,25.88033557530303,-10.022377102147164,61.67840885356736,-28.549995052074223,9.524265556051677,-48.10002136697331,10.176896961633481,5.465611595530652,-7.494199289475276,1.125392905352438,-38.95349474875088,580.0984639393171,491.772874752213,517.3931250600966
2024-08-01 02:00:00,-48.30494133449749,99.98297090365779,12.22938076281126,8.19486443068834,0.791063840302396,43.00105568911852,-11.083203835740111,-19.555910020584395,106.77952783053883,-18.318237661352356,4.836628629125863,62.32782520465909,-17.50525600954164,-42.142712629975044,-52.84372277411899,34.69541280217467,5.826252959072351,-65.50046605699416,-11.379265918890201,-49.81530851761819,609.2536972701778,525.6818900197497,533.9847349515906
2024-08-01 03:00:00,-55.38918676240264,107.74283542005485,12.427509072388608,-10.4601104756751,49.16742652069203,49.403361771288,-3.061455427371545,-6.009953046514346,95.7921960833302,-24.753344651838034,3.1194299493461237,60.28973339962425,-33.86338945219937,-37.29184843906177,-79.34476688853152,55.66132501005057,17.320485788413063,-41.88040946456268,-14.04673519325288,-61.185967278741906,560.7920592900807,626.6370971382232,586.1305672094369
2024-08-01 04:00:00,-67.1546206813498,114.80207712504092,12.301097557090333,6.022368909836084,41.170823629036725,26.0465001278804,3.3001230145597553,-11.21054102886998,86.95022154778349,-37.00502634955548,8.712292085425437,64.65127760031673,-43.95185446667311,-2.6291733263843895,-60.52796767940672,52.224727977114206,4.943544659806769,-95.9658823595154,-24.719643865586896,-35.20317361430921,658.7209542530695,570.7824863230205,586.9068923916846
2024-08-01 05:00:00,-49.15321485218984,57.3207024598579,10.395771327194403,1.886515218623547,48.186584568291195,95.9693025544176,20.91007097114026,-15.674911978042637,115.41813221482106,-41.04517038907535,2.669110101510737,64.88572321015906,-28.562884251159456,-42.08631889013755,-62.450622161936565,24.828143441867855,-2.9477436972286863,-48.51163531795885,-1.8122184501939547,-33.017320406206615,678.1184191722069,602.7215450920999,588.2987438100383
2024-08-01 06:00:00,-38.15773657976088,74.48841888349273,10.505850944218365,19.493426325175122,14.672316185161044,70.5043341090276,14.74772150771685,-16.907336250105203,102.52288511588628,-5.336215276957635,9.970314524118185,65.06285489665947,-41.7927961894671,-23.739945350813777,-32.13921529066363,40.25548822822722,10.814874024037803,-21.792759043942276,-9.29845608153116,-13.894386464429715,654.1819948381113,578.756988286294,572.4700896072851
2024-08-01 07:00:00,-49.282083608351726,87.22475646004405,13.813058287242086,36.52677517132074,32.770826775453635,24.006780339453133,4.308478508436621,-7.638936823005469,94.11260675720217,-139.6693280802119,-0.8526860797468201,66.4661989561194,-8.106044776086556,-35.43207986272127,-79.43391966096202,53.17570984076582,10.740621564204758,-72.14494104327046,-29.03285060269954,-45.7913646715765,661.9431426993948,577.0242405072449,584.8952221659472
2024-08-01 08:00:00,-64.99027412656007,89.39398544507401,12.716437744185127,9.96469203580029,40.89683317484342,41.41362989616171,4.7080458366486955,-0.8493331964059987,119.99408959067728,-41.00584710336258,1.3497790794158382,66.63252293529244,-33.79807211796299,-28.286381511146818,-69.09153600488199,81.10493281974406,2.732366261728049,-51.175614513276145,-25.157397707107805,-42.59848127293463,708.6640593925499,559.6734266907406,565.6074918617928
2024-08-01 09:00:00,-49.86894384574641,76.06873511047161,10.588438369444882,9.752771586030143,28.506971111140672,69.61979050822515,-3.87965877125366,16.926874438459578,128.7336599015743,-45.01475323412478,15.538157314293,64.42102781540343,-34.25797201553683,1.2615663598721767,-54.358289219431526,11.124627226627439,-6.204088149973754,-57.11589666404414,-14.555156448536296,-37.28929139742197,587.8471766776702,531.5611854715269,525.45730136477
